productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extCardText,extAttack1,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extAttack2,extAttack3
85140,Electrike,Electrike,https://tcgplayer-cdn.tcgplayer.com/product/85140_200w.jpg,3,1390,https://cpt.tcgcsv.com/Q3J,2023-09-25T20:11:03.657,1,64/100,Common,Lightning,60,Basic,,"[L] Random Spark
<br>
Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",F+10,M-20,1,0.43,0.99,9.99,1.04,0.5,Reverse Holofoil,[2] Tackle (20),
85198,Empoleon,Empoleon,https://tcgplayer-cdn.tcgplayer.com/product/85198_200w.jpg,3,1390,https://cpt.tcgcsv.com/-5J,2023-09-25T20:07:57.817,1,17/100,Rare,Water,130,Stage 2,,"[1W] Dual Splash
<br>
Choose 2 of your opponent's Pokémon. This attack does 30 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L+30,,2,0.5,1.19,5.0,1.26,,Normal,"[1WW] Surf Together (50+)
<br>
Does 50 damage plus 10 more damage for each of your Benched Pokémon. Flip a coin. If tails, this attack does 10 damage to each of your Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
85198,Empoleon,Empoleon,https://tcgplayer-cdn.tcgplayer.com/product/85198_200w.jpg,3,1390,https://cpt.tcgcsv.com/-5J,2023-09-25T20:07:57.817,1,17/100,Rare,Water,130,Stage 2,,"[1W] Dual Splash
<br>
Choose 2 of your opponent's Pokémon. This attack does 30 damage to each of them. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",L+30,,2,2.91,3.5,8.89,8.79,2.91,Reverse Holofoil,"[1WW] Surf Together (50+)
<br>
Does 50 damage plus 10 more damage for each of your Benched Pokémon. Flip a coin. If tails, this attack does 10 damage to each of your Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",
85228,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85228_200w.jpg,3,1390,https://cpt.tcgcsv.com/B6J,2023-09-25T20:13:41.84,1,81/100,Uncommon,Trainer,,Trainer,"Flip 3 coins. For each heads, put a basic Energy card from your discard pile into your hand. If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.",,,,,0.09,0.29,5.0,0.25,,Normal,,
85228,Energy Restore,Energy Restore,https://tcgplayer-cdn.tcgplayer.com/product/85228_200w.jpg,3,1390,https://cpt.tcgcsv.com/B6J,2023-09-25T20:13:41.84,1,81/100,Uncommon,Trainer,,Trainer,"Flip 3 coins. For each heads, put a basic Energy card from your discard pile into your hand. If you don't have that many basic Energy cards in your discard pile, put all of them into your hand.",,,,,0.49,1.62,2.48,0.48,,Reverse Holofoil,,
85248,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85248_200w.jpg,3,1390,https://cpt.tcgcsv.com/-6J,2024-08-12T20:04:22.287,1,90/100,Common,Trainer,,,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",,,,,0.02,0.24,5.0,0.25,0.24,Normal,,
85248,Energy Search,Energy Search,https://tcgplayer-cdn.tcgplayer.com/product/85248_200w.jpg,3,1390,https://cpt.tcgcsv.com/-6J,2024-08-12T20:04:22.287,1,90/100,Common,Trainer,,,"Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",,,,,8.3,19.99,24.99,24.99,9.63,Reverse Holofoil,,
85321,Espeon,Espeon,https://tcgplayer-cdn.tcgplayer.com/product/85321_200w.jpg,3,1390,https://cpt.tcgcsv.com/r8J,2023-09-25T20:08:00.41,1,18/100,Rare,Psychic,80,Stage 1,"<strong>Poké-BODY — Sunlight Veil</strong>
<br>
Each of your Pokémon that evolves from Eevee gets +20 HP. You can't use more than 1 Sunlight Veil Poké-Body each turn.","[2P] Morning Sun (60)
<br>
You may move an Energy card attached to Espeon to 1 of your Benched Pokémon.",P+20,,1,5.32,9.6,30.0,9.26,,Normal,,
85321,Espeon,Espeon,https://tcgplayer-cdn.tcgplayer.com/product/85321_200w.jpg,3,1390,https://cpt.tcgcsv.com/r8J,2023-09-25T20:08:00.41,1,18/100,Rare,Psychic,80,Stage 1,"<strong>Poké-BODY — Sunlight Veil</strong>
<br>
Each of your Pokémon that evolves from Eevee gets +20 HP. You can't use more than 1 Sunlight Veil Poké-Body each turn.","[2P] Morning Sun (60)
<br>
You may move an Energy card attached to Espeon to 1 of your Benched Pokémon.",P+20,,1,16.5,16.5,16.5,18.33,,Reverse Holofoil,,
85398,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85398_200w.jpg,3,1390,https://cpt.tcgcsv.com/-9J,2026-02-27T23:01:53.53,1,36/100,Uncommon,Colorless,80,Stage 1,,"[1] Fury Attack (20x)
<br>
Flip 3 coins. This attack does 20 damage times the number of heads.",L+20,F-20,,0.18,0.38,2.32,0.42,,Normal,[3] Drill Peck (60),
85398,Fearow,Fearow,https://tcgplayer-cdn.tcgplayer.com/product/85398_200w.jpg,3,1390,https://cpt.tcgcsv.com/-9J,2026-02-27T23:01:53.53,1,36/100,Uncommon,Colorless,80,Stage 1,,"[1] Fury Attack (20x)
<br>
Flip 3 coins. This attack does 20 damage times the number of heads.",L+20,F-20,,0.31,1.69,7.49,1.65,1.42,Reverse Holofoil,[3] Drill Peck (60),
85496,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85496_200w.jpg,3,1390,https://cpt.tcgcsv.com/XcJ,2023-09-25T20:08:06.367,1,19/100,Rare,Fire,90,Stage 1,,"[R] Fire Fang (30)
<br>
Flip a coin. If heads, the Defending Pokémon is now Burned.",W+20,,2,12.85,21.43,30.0,12.49,,Normal,"[2R] Kindle (70)
<br>
Discard an Energy card attached to Flareon and then discard an Energy card attached to the Defending Pokémon.",
85496,Flareon,Flareon,https://tcgplayer-cdn.tcgplayer.com/product/85496_200w.jpg,3,1390,https://cpt.tcgcsv.com/XcJ,2023-09-25T20:08:06.367,1,19/100,Rare,Fire,90,Stage 1,,"[R] Fire Fang (30)
<br>
Flip a coin. If heads, the Defending Pokémon is now Burned.",W+20,,2,15.95,32.97,49.99,16.1,,Reverse Holofoil,"[2R] Kindle (70)
<br>
Discard an Energy card attached to Flareon and then discard an Energy card attached to the Defending Pokémon.",
85557,Fossil Excavator,Fossil Excavator,https://tcgplayer-cdn.tcgplayer.com/product/85557_200w.jpg,3,1390,https://cpt.tcgcsv.com/9fJ,2025-12-24T20:38:41.077,1,82/100,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Search your deck or your discard pile for a Trainer card that has Fossil in its name or a Stage 1 or a Stage 2 Evolution card that evolves from a Fossil. Show it to your opponent and put it into your hand. If you searched your deck, shuffle your deck afterward.",,,,,0.29,0.98,19.97,0.98,1.22,Normal,,
85557,Fossil Excavator,Fossil Excavator,https://tcgplayer-cdn.tcgplayer.com/product/85557_200w.jpg,3,1390,https://cpt.tcgcsv.com/9fJ,2025-12-24T20:38:41.077,1,82/100,Uncommon,Supporter,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card.
<br>
Search your deck or your discard pile for a Trainer card that has Fossil in its name or a Stage 1 or a Stage 2 Evolution card that evolves from a Fossil. Show it to your opponent and put it into your hand. If you searched your deck, shuffle your deck afterward.",,,,,1.0,2.95,4.89,1.44,,Reverse Holofoil,,
85631,Garchomp LV.X,Garchomp LVX,https://tcgplayer-cdn.tcgplayer.com/product/85631_200w.jpg,3,1390,https://cpt.tcgcsv.com/FgJ,2023-09-25T20:15:28.627,1,97/100,Ultra Rare,Colorless,140,Level-Up,"<strong>Poké-POWER — Dragon Pulse</strong>
<br>
Once during your turn <em>(before your attack)</em>, when you put Garchomp LV.X from your hand onto your Active Garchomp, you may flip 3 coins. For each heads, put 1 damage counter on each of your opponent's Benched Pokémon.
<br>
[Put this card onto your Active Garchomp. Garchomp LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.","[0] Restore
<br>
Search your discard pile for a Pokémon (excluding Pokemon LV.X) and put it onto your Bench as a Basic Pokémon. Then, you may search your discard pile for up to 3 basic Energy cards and attach them to that Pokémon.",Cx2,,,105.66,142.83,179.99,199.99,,Holofoil,,
85744,Glaceon (5),Glaceon 5,https://tcgplayer-cdn.tcgplayer.com/product/85744_200w.jpg,3,1390,https://cpt.tcgcsv.com/VjJ,2023-09-25T19:19:49.903,1,5/100,Holo Rare,Water,80,Stage 1,,"[W] Snow Cloak (30)
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Glaceon during your opponent's next turn.",M+20,,1,60.0,109.99,230.0,133.52,149.99,Holofoil,"[2W] Speed Slide (60)
<br>
This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",
85744,Glaceon (5),Glaceon 5,https://tcgplayer-cdn.tcgplayer.com/product/85744_200w.jpg,3,1390,https://cpt.tcgcsv.com/VjJ,2023-09-25T19:19:49.903,1,5/100,Holo Rare,Water,80,Stage 1,,"[W] Snow Cloak (30)
<br>
Flip a coin. If heads, prevent all effects of an attack, including damage, done to Glaceon during your opponent's next turn.",M+20,,1,69.99,87.83,199.99,149.99,,Reverse Holofoil,"[2W] Speed Slide (60)
<br>
This attack's damage isn't affected by Resistance, Poké-Powers, Poké-Bodies, or any other effects on the Defending Pokémon.",
85745,Glaceon (20),Glaceon 20,https://tcgplayer-cdn.tcgplayer.com/product/85745_200w.jpg,3,1390,https://cpt.tcgcsv.com/WjJ,2023-09-25T20:08:09.89,1,20/100,Rare,Water,90,Stage 1,,"[1W] Ice Shot (30)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M+20,,1,13.0,19.0,30.99,8.79,,Normal,"[2W] Icy Wind (60)
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",
85745,Glaceon (20),Glaceon 20,https://tcgplayer-cdn.tcgplayer.com/product/85745_200w.jpg,3,1390,https://cpt.tcgcsv.com/WjJ,2023-09-25T20:08:09.89,1,20/100,Rare,Water,90,Stage 1,,"[1W] Ice Shot (30)
<br>
Does 10 damage to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M+20,,1,20.77,31.75,854.49,49.99,,Reverse Holofoil,"[2W] Icy Wind (60)
<br>
Flip a coin. If heads, the Defending Pokémon is now Asleep.",
85750,Glaceon LV.X,Glaceon LVX,https://tcgplayer-cdn.tcgplayer.com/product/85750_200w.jpg,3,1390,https://cpt.tcgcsv.com/0kJ,2023-09-25T20:15:32.133,1,98/100,Ultra Rare,Water,100,Level Up,"<strong>Poké-BODY — Chilly Breath</strong>
<br>
As long as Glaceon is your Active Pokémon, your opponent's Pokémon can't use any Poké-Powers.
<br>
[Put this card onto your Active Glaceon. Glaceon LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.]","[1WW] Avalanche (70)
<br>
Flip a coin. If heads, the attack does 20 damage to each of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",M+30,,1,,,,,,,,
85760,Glameow,Glameow,https://tcgplayer-cdn.tcgplayer.com/product/85760_200w.jpg,3,1390,https://cpt.tcgcsv.com/dkJ,2025-11-13T05:34:47.69,1,65/100,Common,Colorless,60,Basic,,"[1] Call for Family
<br>
Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.",F+10,,1,0.19,0.3,1.55,0.31,0.18,Normal,"[2] Rip Claw (10)
<br>
Flip a coin. If heads, discard an Energy attached to the Defending Pokémon.",
85760,Glameow,Glameow,https://tcgplayer-cdn.tcgplayer.com/product/85760_200w.jpg,3,1390,https://cpt.tcgcsv.com/dkJ,2025-11-13T05:34:47.69,1,65/100,Common,Colorless,60,Basic,,"[1] Call for Family
<br>
Search your deck for a Basic Pokémon and put it onto your Bench. Shuffle your deck afterward.",F+10,,1,0.48,1.77,9.99,5.5,0.4,Reverse Holofoil,"[2] Rip Claw (10)
<br>
Flip a coin. If heads, discard an Energy attached to the Defending Pokémon.",
85917,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85917_200w.jpg,3,1390,https://cpt.tcgcsv.com/mnJ,2023-09-25T20:09:21.56,1,37/100,Uncommon,Grass,90,Stage 1,,"[1] Planting (20)
<br>
Attach a Grass Energy card from your hand to 1 of your Pokémon.",R+20,W-20,3,0.1,0.49,5.0,0.63,,Normal,"[1GG] Body Slam (40)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
85917,Grotle,Grotle,https://tcgplayer-cdn.tcgplayer.com/product/85917_200w.jpg,3,1390,https://cpt.tcgcsv.com/mnJ,2023-09-25T20:09:21.56,1,37/100,Uncommon,Grass,90,Stage 1,,"[1] Planting (20)
<br>
Attach a Grass Energy card from your hand to 1 of your Pokémon.",R+20,W-20,3,6.75,8.99,14.99,5.8,,Reverse Holofoil,"[1GG] Body Slam (40)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
86042,Health Energy,Health Energy,https://tcgplayer-cdn.tcgplayer.com/product/86042_200w.jpg,3,1390,https://cpt.tcgcsv.com/SqJ,2023-09-25T20:15:17.037,1,94/100,Uncommon,Special Energy,,,"Health Energy provides Colorless Energy. When you attach this card from your hand to 1 of your Pokémon, remove 1 damage counter from that Pokémon.",,,,,0.35,0.69,2.5,0.72,,Normal,,
86042,Health Energy,Health Energy,https://tcgplayer-cdn.tcgplayer.com/product/86042_200w.jpg,3,1390,https://cpt.tcgcsv.com/SqJ,2023-09-25T20:15:17.037,1,94/100,Uncommon,Special Energy,,,"Health Energy provides Colorless Energy. When you attach this card from your hand to 1 of your Pokémon, remove 1 damage counter from that Pokémon.",,,,,0.89,1.93,3.59,1.97,,Reverse Holofoil,,
86057,Helix Fossil,Helix Fossil,https://tcgplayer-cdn.tcgplayer.com/product/86057_200w.jpg,3,1390,https://cpt.tcgcsv.com/9rJ,2023-09-25T20:15:09.183,1,91/100,Common,Trainer,50,,"Play Helix Fossil as if it were a Colorless Basic Pokémon. (Helix Fossil counts as a Trainer card as well, but if Helix Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Helix Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Helix Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-BODY — Aqua Reaction</strong>
<br>
When you attach a Water Energy card from your hand to Helix Fossil (excluding effects of attacks or Poké-Powers), search your deck for a card that evolves from Helix Fossil and put it onto Helix Fossil (this counts as evolving Helix Fossil). Shuffle your deck afterward.",,,,,0.15,0.32,1.25,0.38,,Normal,,
86057,Helix Fossil,Helix Fossil,https://tcgplayer-cdn.tcgplayer.com/product/86057_200w.jpg,3,1390,https://cpt.tcgcsv.com/9rJ,2023-09-25T20:15:09.183,1,91/100,Common,Trainer,50,,"Play Helix Fossil as if it were a Colorless Basic Pokémon. (Helix Fossil counts as a Trainer card as well, but if Helix Fossil is Knocked Out, this counts as a Knocked Out Pokémon.) Helix Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Helix Fossil from play. (This doesn't count as a Knocked Out Pokémon.)
<br>
<strong>Poké-BODY — Aqua Reaction</strong>
<br>
When you attach a Water Energy card from your hand to Helix Fossil (excluding effects of attacks or Poké-Powers), search your deck for a card that evolves from Helix Fossil and put it onto Helix Fossil (this counts as evolving Helix Fossil). Shuffle your deck afterward.",,,,,1.25,2.44,2.99,1.8,,Reverse Holofoil,,
86079,Hippopotas,Hippopotas,https://tcgplayer-cdn.tcgplayer.com/product/86079_200w.jpg,3,1390,https://cpt.tcgcsv.com/CrJ,2023-09-25T20:11:10.973,1,66/100,Common,Fighting,60,Basic,,"[F] Grainy Sand (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",W+10,,2,0.11,0.3,1.0,0.34,,Normal,"[3] Double-edge (40)
<br>
Hippopotas does 10 damage to itself.",
86079,Hippopotas,Hippopotas,https://tcgplayer-cdn.tcgplayer.com/product/86079_200w.jpg,3,1390,https://cpt.tcgcsv.com/CrJ,2023-09-25T20:11:10.973,1,66/100,Common,Fighting,60,Basic,,"[F] Grainy Sand (10+)
<br>
Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",W+10,,2,0.49,1.25,9.99,0.97,,Reverse Holofoil,"[3] Double-edge (40)
<br>
Hippopotas does 10 damage to itself.",
86084,Hippowdon,Hippowdon,https://tcgplayer-cdn.tcgplayer.com/product/86084_200w.jpg,3,1390,https://cpt.tcgcsv.com/JrJ,2023-09-25T20:08:12.757,1,21/100,Rare,Fighting,100,Stage 1,,"[0] Vacuum Sand (20)
<br>
Search your discard pile for a Fighting Energy card and attach it to Hippowdon.",W+20,,3,0.95,1.49,5.0,1.49,,Normal,"[2F] Sand Impact (50+)
<br>
Flip a coin for each Fighting Energy attached to Hippowdon. This attack does 50 damage plus 20 more damage for each heads.",
86084,Hippowdon,Hippowdon,https://tcgplayer-cdn.tcgplayer.com/product/86084_200w.jpg,3,1390,https://cpt.tcgcsv.com/JrJ,2023-09-25T20:08:12.757,1,21/100,Rare,Fighting,100,Stage 1,,"[0] Vacuum Sand (20)
<br>
Search your discard pile for a Fighting Energy card and attach it to Hippowdon.",W+20,,3,1.55,2.64,10.0,2.63,,Reverse Holofoil,"[2F] Sand Impact (50+)
<br>
Flip a coin for each Fighting Energy attached to Hippowdon. This attack does 50 damage plus 20 more damage for each heads.",
86275,Infernape,Infernape,https://tcgplayer-cdn.tcgplayer.com/product/86275_200w.jpg,3,1390,https://cpt.tcgcsv.com/wwJ,2023-09-25T20:08:16.267,1,22/100,Rare,Fire,110,Stage 2,,"[1] Mach Punch (30)
<br>
Does 10 to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",W+30,,,3.85,5.51,15.0,7.06,,Normal,"[R] Mega Bravo (40x)
<br>
Discard all Fire Energy attached to Infernape. This attack does 40 damage times the amount of Fire Energy you discarded.",
86275,Infernape,Infernape,https://tcgplayer-cdn.tcgplayer.com/product/86275_200w.jpg,3,1390,https://cpt.tcgcsv.com/wwJ,2023-09-25T20:08:16.267,1,22/100,Rare,Fire,110,Stage 2,,"[1] Mach Punch (30)
<br>
Does 10 to 1 of your opponent's Benched Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",W+30,,,6.69,13.95,14.99,14.23,,Reverse Holofoil,"[R] Mega Bravo (40x)
<br>
Discard all Fire Energy attached to Infernape. This attack does 40 damage times the amount of Fire Energy you discarded.",
86343,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86343_200w.jpg,3,1390,https://cpt.tcgcsv.com/TxJ,2023-09-25T20:08:19.58,1,23/100,Rare,Lightning,80,Stage 1,,"[L] Thunder Fang (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F+20,M-20,,2.95,4.95,30.0,4.81,,Normal,"[1LL] Lightning Strike (50)
<br>
You may discard 2 Energy attached to Jolteon. If you do, this attack's base damage is 90 instead of 50.",
86343,Jolteon,Jolteon,https://tcgplayer-cdn.tcgplayer.com/product/86343_200w.jpg,3,1390,https://cpt.tcgcsv.com/TxJ,2023-09-25T20:08:19.58,1,23/100,Rare,Lightning,80,Stage 1,,"[L] Thunder Fang (20)
<br>
Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",F+20,M-20,,29.99,31.98,35.19,20.99,,Reverse Holofoil,"[1LL] Lightning Strike (50)
<br>
You may discard 2 Energy attached to Jolteon. If you do, this attack's base damage is 90 instead of 50.",
86386,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86386_200w.jpg,3,1390,https://cpt.tcgcsv.com/LzJ,2023-09-25T20:11:14.207,1,67/100,Common,Fighting,80,Stage 1,"<strong>Poké-POWER — Ancient Guidance</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for Helix Fossil, Dome Fossil, or Old Amber and put it onto your Bench. Shuffle your deck afterward. This power can't be used if Kabuto is affected by a Special Condition.",[F] Shell Attack (20),G+20,,1,0.23,0.39,0.99,0.46,0.35,Normal,,
86386,Kabuto,Kabuto,https://tcgplayer-cdn.tcgplayer.com/product/86386_200w.jpg,3,1390,https://cpt.tcgcsv.com/LzJ,2023-09-25T20:11:14.207,1,67/100,Common,Fighting,80,Stage 1,"<strong>Poké-POWER — Ancient Guidance</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may flip a coin. If heads, search your deck for Helix Fossil, Dome Fossil, or Old Amber and put it onto your Bench. Shuffle your deck afterward. This power can't be used if Kabuto is affected by a Special Condition.",[F] Shell Attack (20),G+20,,1,3.5,8.02,10.99,10.48,,Reverse Holofoil,,
86399,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86399_200w.jpg,3,1390,https://cpt.tcgcsv.com/_zJ,2023-09-25T19:19:52.81,1,6/100,Holo Rare,Fighting,120,Stage 2,"<strong>Poké-BODY — Primal Shell</strong>
<br>
As long as Kabutops is your Active Pokémon, your opponent can't play any Trainer cards from his or her hand.","[1FF] Chop Up (70)
<br>
Does 10 damage to each of your opponent's Benched Pokémon that has any damage counters on it.<em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+30,,2,8.75,16.66,39.99,16.47,,Holofoil,,
86399,Kabutops,Kabutops,https://tcgplayer-cdn.tcgplayer.com/product/86399_200w.jpg,3,1390,https://cpt.tcgcsv.com/_zJ,2023-09-25T19:19:52.81,1,6/100,Holo Rare,Fighting,120,Stage 2,"<strong>Poké-BODY — Primal Shell</strong>
<br>
As long as Kabutops is your Active Pokémon, your opponent can't play any Trainer cards from his or her hand.","[1FF] Chop Up (70)
<br>
Does 10 damage to each of your opponent's Benched Pokémon that has any damage counters on it.<em>(Don't apply Weakness and Resistance for Benched Pokémon.)</em>",G+30,,2,6.88,10.21,29.99,14.26,,Reverse Holofoil,,
86422,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/86422_200w.jpg,3,1390,https://cpt.tcgcsv.com/sBJ,2025-12-10T22:41:36.287,1,38/100,Uncommon,Colorless,90,Basic,,[2] Bite (30),F+20,,3,0.22,0.45,1.49,0.5,0.99,Normal,"[3] Comet Punch (20x)
<br>
Flip 4 coins. This attack does 20 damage times the number of heads.",
86422,Kangaskhan,Kangaskhan,https://tcgplayer-cdn.tcgplayer.com/product/86422_200w.jpg,3,1390,https://cpt.tcgcsv.com/sBJ,2025-12-10T22:41:36.287,1,38/100,Uncommon,Colorless,90,Basic,,[2] Bite (30),F+20,,3,1.0,3.17,6.97,2.22,5.84,Reverse Holofoil,"[3] Comet Punch (20x)
<br>
Flip 4 coins. This attack does 20 damage times the number of heads.",
86677,Leafeon (7),Leafeon 7,https://tcgplayer-cdn.tcgplayer.com/product/86677_200w.jpg,3,1390,https://cpt.tcgcsv.com/zHJ,2023-09-25T19:19:56.287,1,7/100,Holo Rare,Grass,90,Stage 1,,"[G] Bind Down (30)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.",R+20,W-20,2,50.87,59.08,85.08,83.86,,Holofoil,"[2G] Leaf Guard (60)
<br>
During your opponent's next turn, any damage done to Leafeon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",
86677,Leafeon (7),Leafeon 7,https://tcgplayer-cdn.tcgplayer.com/product/86677_200w.jpg,3,1390,https://cpt.tcgcsv.com/zHJ,2023-09-25T19:19:56.287,1,7/100,Holo Rare,Grass,90,Stage 1,,"[G] Bind Down (30)
<br>
The Defending Pokémon can't retreat during your opponent's next turn.",R+20,W-20,2,37.0,48.67,55.55,51.0,,Reverse Holofoil,"[2G] Leaf Guard (60)
<br>
During your opponent's next turn, any damage done to Leafeon by attacks is reduced by 20 <em>(after applying Weakness and Resistance)</em>.",
86678,Leafeon (24),Leafeon 24,https://tcgplayer-cdn.tcgplayer.com/product/86678_200w.jpg,3,1390,https://cpt.tcgcsv.com/BHJ,2023-09-25T20:08:24.167,1,24/100,Rare,Grass,90,Stage 1,,"[1G] Spiral Drain (40)
<br>
Remove 1 damage counter from Leafeon.",R+20,W-20,1,8.38,11.99,30.0,8.85,,Normal,"[2G] Leaf Blade (50+)
<br>
Flip a coin. If heads, this attack does 50 damage plus 20 more damage.",
86678,Leafeon (24),Leafeon 24,https://tcgplayer-cdn.tcgplayer.com/product/86678_200w.jpg,3,1390,https://cpt.tcgcsv.com/BHJ,2023-09-25T20:08:24.167,1,24/100,Rare,Grass,90,Stage 1,,"[1G] Spiral Drain (40)
<br>
Remove 1 damage counter from Leafeon.",R+20,W-20,1,17.79,18.99,19.99,11.95,,Reverse Holofoil,"[2G] Leaf Blade (50+)
<br>
Flip a coin. If heads, this attack does 50 damage plus 20 more damage.",
86684,Leafeon LV.X,Leafeon LVX,https://tcgplayer-cdn.tcgplayer.com/product/86684_200w.jpg,3,1390,https://cpt.tcgcsv.com/JHJ,2023-09-25T20:15:36.27,1,99/100,Ultra Rare,Grass,110,Level Up,"<strong>Poké-POWER — Energy Forcing</strong>
<br>
Once during your turn <em>(before your attack)</em>, you may attach an Energy card from your hand to 1 of your Pokémon. This power can't be used if Leafeon is affected by a Special Condition.
<br>
[Put this card onto your Active Leafeon. Leafeon LV.X can use any attack, Poké-Power, or Poké-Body from its previous Level.","[1G] Verdant Dance (30+)
<br>
Does 30 damage plus 10 more damage for each Energy attached to all of your Pokémon.",R+30,W-20,2,,,,,,,,
86721,Lickitung,Lickitung,https://tcgplayer-cdn.tcgplayer.com/product/86721_200w.jpg,3,1390,https://cpt.tcgcsv.com/rJJ,2023-09-25T20:09:28.287,1,39/100,Uncommon,Colorless,70,Basic,,"[1] Lap Up
<br>
Draw a card.",F+20,,2,0.25,0.67,5.0,0.68,0.4,Normal,"[2] Slam (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.",
86721,Lickitung,Lickitung,https://tcgplayer-cdn.tcgplayer.com/product/86721_200w.jpg,3,1390,https://cpt.tcgcsv.com/rJJ,2023-09-25T20:09:28.287,1,39/100,Uncommon,Colorless,70,Basic,,"[1] Lap Up
<br>
Draw a card.",F+20,,2,1.26,1.42,4.44,3.0,,Reverse Holofoil,"[2] Slam (20x)
<br>
Flip 2 coins. This attack does 20 damage times the number of heads.",
87146,Manaphy,Manaphy,https://tcgplayer-cdn.tcgplayer.com/product/87146_200w.jpg,3,1390,https://cpt.tcgcsv.com/XSJ,2023-09-25T19:19:59.513,1,8/100,Holo Rare,Water,70,Basic,"<strong>Poké-BODY — Aqua Skin</strong>
<br>
When you attach a Water Energy card from your hand to Manaphy, remove 2 damage counters from Manaphy.","[1] Chase Up
<br>
Flip a coin. If heads, search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.",L+20,,1,3.2,5.96,8.89,8.48,,Holofoil,"[WW] Fountain (30)
<br>
You may attach up to 2 basic Water Energy cards from your hand to your Benched Pokémon in any way you like.",
